Package Type,Destination,Itinerary,Travel Date,Start City,Airline,Flight Stops,Meals
Deluxe,Srinagar|Gulmarg|Pahalgam|Srinagar,1N Srinagar . 1N Gulmarg . 1N Pahalgam . 1N Srinagar,26-04-2021,New Delhi,IndiGo|AirAsia,1,3
Standard,Sharjah,3N Sharjah,25-03-2021,Mumbai,Air India Express|Air India Express,2,3
Luxury,Dalhousie|Dharamshala|Amritsar,2N Dalhousie . 2N Dharamshala . 1N Amritsar,19-06-2021,Mumbai,Not Available,0,4
Luxury,Colombo|Kandy|Bentota,1N Colombo . 2N Kandy . 2N Bentota,5/10/2021,New Delhi,IndiGo|IndiGo|IndiGo|IndiGo,0,4
Premium,Udaipur|Chittorgarh,2N Udaipur . 1N Chittorgarh,1/9/2021,New Delhi,IndiGo,0,5
Deluxe,Shimla|Manali|Chandigarh,2N Shimla . 4N Manali . 1N Chandigarh,13-11-2021,Mumbai,Spicejet,1,3
Deluxe,Jaipur|Pushkar|Jaipur,1N Jaipur . 1N Pushkar . 1N Jaipur,24-02-2022,New Delhi,Not Available,1,3
Deluxe,Cochin|Thekkady|Allepey|Kovalam and Poovar,1N Cochin . 2N Thekkady . 1N Allepey . 2N Kovalam and Poovar,9/5/2021,New Delhi,Vistara|Spicejet,1,3
Standard,Gangtok|Pelling|Kalimpong,3N Gangtok . 1N Pelling . 1N Kalimpong,28-05-2021,Mumbai,IndiGo|IndiGo,2,3
Premium,Port Blair|Havelock|Port Blair,2N Port Blair . 2N Havelock . 1N Port Blair,25-01-2021,New Delhi,IndiGo|IndiGo,0,5
Deluxe,Pattaya|Bangkok,2N Pattaya . 3N Bangkok,6/5/2021,New Delhi,Go Air|Go Air,1,3
Deluxe,Cochin|Thekkady|Allepey,1N Cochin . 2N Thekkady . 1N Allepey,15-12-2021,New Delhi,Go Air,1,3
Premium,Kodaikanal,2N Kodaikanal,5/6/2021,New Delhi,Spicejet,0,5
Premium,Bangalore|Mysore|Ooty,1N Bangalore . 1N Mysore . 2N Ooty,25-03-2021,New Delhi,IndiGo|IndiGo,0,5
Deluxe,Pondicherry,2N Pondicherry,9/8/2021,New Delhi,Not Available,1,3
Luxury,Gangtok|Kalimpong|Darjeeling,3N Gangtok . 1N Kalimpong . 2N Darjeeling,8/5/2021,New Delhi,IndiGo|IndiGo,0,4
Deluxe,Udaipur,2N Udaipur,12/8/2021,New Delhi,Not Available,1,3
Luxury,Goa,3N Goa,1/7/2021,New Delhi,Go Air,0,4
Deluxe,Jaipur|Ranthambhore,2N Jaipur . 2N Ranthambhore,18-05-2021,New Delhi,IndiGo,1,3
Luxury,Langkawi|Kuala Lumpur,3N Langkawi . 3N Kuala Lumpur,23-05-2021,New Delhi,Malindo Air|Malindo Air|Malindo Air|IndiGo|IndiGo,0,4
Standard,Parwanoo|Shimla,2N Parwanoo . 2N Shimla,9/10/2021,New Delhi,Not Available,2,3
Standard,Shimla|Manali|Dharamshala,2N Shimla . 3N Manali . 2N Dharamshala,13-03-2021,Mumbai,Go Air,2,3
Premium,Srinagar|Pahalgam|Srinagar,1N Srinagar . 1N Pahalgam . 3N Srinagar,18-12-2021,Mumbai,IndiGo,0,5
Standard,Jaipur|Pushkar|Jodhpur|Udaipur,2N Jaipur . 1N Pushkar . 2N Jodhpur . 2N Udaipur,14-08-2021,New Delhi,Air India|IndiGo,2,3
Premium,Srinagar|Pahalgam|Gulmarg|Srinagar,1N Srinagar . 2N Pahalgam . 1N Gulmarg . 2N Srinagar,16-04-2021,New Delhi,Vistara|AirAsia,0,5
Deluxe,Agra,1N Agra,1/2/2021,New Delhi,Not Available,1,3
Premium,Gangtok|Lachung|Gangtok,2N Gangtok . 2N Lachung . 1N Gangtok,1/12/2021,Mumbai,IndiGo,0,5
Deluxe,Munnar|Thekkady|Kumarakom|Cochin,2N Munnar . 1N Thekkady . 1N Kumarakom . 1N Cochin,30-06-2021,New Delhi,IndiGo,1,3
Deluxe,Kalimpong|Pelling|Gangtok|Lachung|Gangtok|Darjeeling,1N Kalimpong . 2N Pelling . 3N Gangtok . 2N Lachung . 1N Gangtok . 2N Darjeeling,24-07-2021,Mumbai,Spicejet,1,3
Standard,Bentota|Yala|Colombo,1N Bentota . 2N Yala . 1N Colombo,1/6/2021,New Delhi,Not Available,2,3
Luxury,Corbett,2N Corbett,24-04-2021,Mumbai,Not Available,0,4
Deluxe,Manali|Chandigarh,3N Manali . 1N Chandigarh,10/8/2021,New Delhi,Not Available,1,3
Deluxe,Dubai,3N Dubai,6/9/2021,New Delhi,Air India Express|Air India Express,1,3
Standard,Shimla|Manali|Dalhousie|Amritsar|New Delhi,2N Shimla . 3N Manali . 2N Dalhousie . 2N Amritsar . 1N New Delhi,2/8/2021,New Delhi,Spicejet,2,3
Premium,Ooty|Coorg|Bangalore,2N Ooty . 1N Coorg . 1N Bangalore,21-11-2021,Mumbai,Go Air,0,5
Deluxe,Cochin|Munnar|Thekkady|Allepey,2N Cochin . 2N Munnar . 1N Thekkady . 1N Allepey,19-09-2021,New Delhi,IndiGo,1,3
Deluxe,Cochin|Allepey|Thekkady,1N Cochin . 1N Allepey . 2N Thekkady,17-09-2021,New Delhi,Vistara,1,3
Premium,Cochin|Thekkady|Allepey|Kovalam and Poovar,1N Cochin . 2N Thekkady . 1N Allepey . 2N Kovalam and Poovar,4/8/2021,New Delhi,IndiGo|Spicejet,0,5
Deluxe,Dalhousie,2N Dalhousie,27-09-2021,New Delhi,Not Available,1,3
Standard,Shimla|Manali|Chandigarh,2N Shimla . 4N Manali . 1N Chandigarh,5/5/2021,New Delhi,Vistara|Vistara,2,3
Deluxe,Udaipur|Jodhpur,3N Udaipur . 2N Jodhpur,23-03-2021,New Delhi,Vistara|IndiGo,1,3
Standard,Munnar|Thekkady|Allepey|Kovalam,2N Munnar . 1N Thekkady . 1N Allepey . 2N Kovalam,7/8/2021,New Delhi,Go Air|IndiGo,2,3
Luxury,Goa,2N Goa,6/4/2021,New Delhi,Not Available,0,4
Premium,Jaisalmer|Jodhpur,2N Jaisalmer . 1N Jodhpur,16-08-2021,New Delhi,Not Available,0,5
Standard,Phuket|Krabi town|Pattaya|Bangkok,2N Phuket . 2N Krabi town . 2N Pattaya . 2N Bangkok,10/3/2021,New Delhi,Malaysia Airlines|Malaysia Airlines|Bangkok Airways|Thai Airways,2,3
Budget,Shillong|Guwahati,3N Shillong . 1N Guwahati,12/2/2021,New Delhi,Spicejet,2,2
Standard,Pattaya,4N Pattaya,4/9/2021,Mumbai,Go Air|Go Air,2,3
Luxury,New Delhi|Shimla|Manali|Chandigarh,1N New Delhi . 2N Shimla . 2N Manali . 1N Chandigarh,13-06-2021,New Delhi,Not Available,0,4
Premium,Shimla|Manali|New Delhi,2N Shimla . 2N Manali . 2N New Delhi,18-07-2021,New Delhi,Spicejet,0,5
Luxury,Mysore|Coorg|Bandipur|Ooty,1N Mysore . 2N Coorg . 1N Bandipur . 2N Ooty,17-04-2021,Mumbai,Vistara|IndiGo,0,4
Deluxe,Shimla|Manali|Dalhousie|Amritsar|New Delhi,2N Shimla . 3N Manali . 2N Dalhousie . 2N Amritsar . 1N New Delhi,24-11-2021,Mumbai,Spicejet,1,3
Deluxe,Mysore|Coorg|Ooty,1N Mysore . 2N Coorg . 2N Ooty,27-02-2021,New Delhi,Go Air,1,3
Deluxe,Ooty|Mysore,2N Ooty . 1N Mysore,8/6/2021,Mumbai,Spicejet|IndiGo,1,3
Standard,Srinagar|Pahalgam|Srinagar,2N Srinagar . 2N Pahalgam . 1N Srinagar,5/6/2021,Mumbai,IndiGo|IndiGo,2,3
Standard,Kasol|Manali,2N Kasol . 3N Manali,15-04-2021,New Delhi,Not Available,2,3
Deluxe,Nasik,2N Nasik,28-07-2021,New Delhi,Not Available,1,3
Deluxe,Shirdi|Aurangabad,1N Shirdi . 1N Aurangabad,4/12/2021,New Delhi,Not Available,1,3
Deluxe,Abu Dhabi,4N Abu Dhabi,8/9/2021,New Delhi,Emirates|Emirates|Emirates|Emirates,1,3
Deluxe,Munnar,3N Munnar,20-08-2021,New Delhi,Not Available,1,3
Standard,Kovalam and Poovar|Allepey|Munnar,2N Kovalam and Poovar . 1N Allepey . 2N Munnar,7/12/2021,New Delhi,IndiGo|Spicejet,2,3
Standard,Mysore,2N Mysore,29-04-2021,New Delhi,Spicejet,2,3
Deluxe,Shimla|Manali|Chandigarh,2N Shimla . 3N Manali . 1N Chandigarh,10/7/2021,New Delhi,Spicejet,1,3
Luxury,Munnar,3N Munnar,14-07-2021,Mumbai,Spicejet,0,4
Deluxe,Gangtok|Lachung|Gangtok|Pelling|Darjeeling,1N Gangtok . 2N Lachung . 2N Gangtok . 2N Pelling . 2N Darjeeling,16-07-2021,New Delhi,Spicejet|Spicejet,1,3
Standard,Mysore|Coorg|Ooty,1N Mysore . 2N Coorg . 2N Ooty,12/5/2021,New Delhi,Air India,2,3
Luxury,Jaipur|Jodhpur|Jaisalmer|Bikaner|Jaipur,1N Jaipur . 1N Jodhpur . 2N Jaisalmer . 1N Bikaner . 1N Jaipur,23-05-2021,New Delhi,IndiGo,0,4
Deluxe,New Delhi|Agra|Jaipur,2N New Delhi . 2N Agra . 2N Jaipur,27-04-2021,New Delhi,Air India,1,3
Premium,Dharamshala,2N Dharamshala,28-07-2021,New Delhi,Not Available,0,5
Standard,Munnar,3N Munnar,21-10-2021,New Delhi,IndiGo,2,3
Premium,Shimla|Manali|Dharamshala,2N Shimla . 3N Manali . 2N Dharamshala,22-04-2021,Mumbai,Not Available,0,5
Standard,Jaipur|Pushkar|Udaipur|Mount Abu|Jodhpur|Jaisalmer|Bikaner,2N Jaipur . 1N Pushkar . 2N Udaipur . 1N Mount Abu . 1N Jodhpur . 2N Jaisalmer . 1N Bikaner,14-08-2021,Mumbai,Spicejet,2,3
Deluxe,Shimla|Manali|Dharamshala|Dalhousie,2N Shimla . 3N Manali . 2N Dharamshala . 2N Dalhousie,19-05-2021,New Delhi,Spicejet|Spicejet,1,3
Standard,Shimla|Manali|Dharamshala,2N Shimla . 3N Manali . 2N Dharamshala,20-10-2021,New Delhi,Spicejet,2,3
Standard,Udaipur|Mount Abu,2N Udaipur . 1N Mount Abu,22-04-2021,New Delhi,Vistara,2,3
Deluxe,Goa,3N Goa,7/5/2021,Mumbai,Not Available,1,3
Premium,Udaipur|Mount Abu,1N Udaipur . 1N Mount Abu,2/9/2021,New Delhi,Not Available,0,5
Premium,Dalhousie|Manali|Chandigarh,2N Dalhousie . 3N Manali . 1N Chandigarh,18-08-2021,New Delhi,Not Available,0,5
Luxury,Dharamshala,3N Dharamshala,12/1/2022,New Delhi,Spicejet,0,4
Standard,Munnar|Kumarakom|Allepey|Kovalam and Poovar,2N Munnar . 1N Kumarakom . 1N Allepey . 2N Kovalam and Poovar,1/4/2021,New Delhi,Spicejet,2,3
Deluxe,Coorg|Ooty,2N Coorg . 2N Ooty,26-01-2021,Mumbai,Vistara|Spicejet,1,3
Premium,Munnar|Kumarakom,2N Munnar . 2N Kumarakom,24-03-2022,New Delhi,IndiGo,0,5
Standard,Ooty|Kodaikanal,3N Ooty . 2N Kodaikanal,12/11/2021,Mumbai,Vistara|Spicejet,2,3
Deluxe,Srinagar|Gulmarg,3N Srinagar . 2N Gulmarg,16-04-2021,New Delhi,IndiGo,1,3
Deluxe,Goa,3N Goa,13-07-2021,New Delhi,Vistara,1,3
Deluxe,Bangalore|Mysore|Ooty|Kodaikanal,1N Bangalore . 1N Mysore . 2N Ooty . 2N Kodaikanal,16-06-2021,New Delhi,Go Air|Spicejet,1,3
Deluxe,Gangtok|Darjeeling|Kalimpong,3N Gangtok . 2N Darjeeling . 1N Kalimpong,6/8/2021,New Delhi,Not Available,1,3
Standard,Shimla|Manali|Dharamshala|Dalhousie,2N Shimla . 3N Manali . 2N Dharamshala . 2N Dalhousie,31-07-2021,New Delhi,Spicejet|Spicejet,2,3
Budget,Tirupati|Pondicherry,2N Tirupati . 2N Pondicherry,23-07-2021,New Delhi,Go Air,2,2
Premium,Allepey|Kovalam and Poovar,1N Allepey . 2N Kovalam and Poovar,23-06-2021,Mumbai,IndiGo,0,5
Standard,Madurai|Kodaikanal,1N Madurai . 2N Kodaikanal,10/3/2021,New Delhi,IndiGo|IndiGo,2,3
Deluxe,Shimla|Manali|New Delhi,2N Shimla . 3N Manali . 1N New Delhi,18-06-2021,Mumbai,IndiGo,1,3
Standard,Mysore|Coorg,2N Mysore . 1N Coorg,12/11/2021,Mumbai,Go Air,2,3
Luxury,Goa,4N Goa,3/7/2021,New Delhi,Go Air,0,4
Deluxe,Mysore|Coorg|Bandipur|Ooty,1N Mysore . 2N Coorg . 1N Bandipur . 2N Ooty,13-08-2021,New Delhi,IndiGo|Spicejet,1,3
Deluxe,Jaipur|Ranthambhore|Jaipur,1N Jaipur . 1N Ranthambhore . 1N Jaipur,10/10/2021,New Delhi,Not Available,1,3
Luxury,New Delhi|Agra,2N New Delhi . 1N Agra,30-05-2021,New Delhi,Go Air,0,4
Deluxe,Munnar|Thekkady|Allepey,2N Munnar . 1N Thekkady . 1N Allepey,5/2/2021,New Delhi,Spicejet,1,3
Deluxe,Shimla|Manali|New Delhi,2N Shimla . 2N Manali . 2N New Delhi,17-07-2021,Mumbai,Go Air,1,3
Luxury,Guwahati,3N Guwahati,8/12/2021,Mumbai,IndiGo|IndiGo,0,4
Luxury,Jaipur|Udaipur,3N Jaipur . 2N Udaipur,21-03-2021,Mumbai,Go Air|Air India,0,4
Standard,Port Blair|Havelock|Niel Island|Port Blair,2N Port Blair . 2N Havelock . 1N Niel Island . 1N Port Blair,4/9/2021,New Delhi,Go Air,2,3
Standard,Singapore|Auckland|Rotorua|Queenstown|Christchurch,2N Singapore . 2N Auckland . 2N Rotorua . 3N Queenstown . 2N Christchurch,28-02-2021,New Delhi,Vistara|Malaysia Airlines|Malaysia Airlines|Air New Zealand|Air New Zealand|Air New Zealand|Air New Zealand|Emirates|Emirates|Emirates,2,3
Deluxe,Dambulla|Kandy|Nuwara Eliya|Yala|Bentota|Colombo,1N Dambulla . 1N Kandy . 1N Nuwara Eliya . 1N Yala . 1N Bentota . 1N Colombo,24-12-2021,Mumbai,IndiGo|IndiGo|IndiGo|IndiGo,1,3
Deluxe,Ooty|Kodaikanal|Munnar|Cochin,2N Ooty . 2N Kodaikanal . 2N Munnar . 1N Cochin,8/10/2021,Mumbai,IndiGo|Spicejet,1,3
Standard,Darjeeling|Gangtok,2N Darjeeling . 2N Gangtok,24-01-2022,New Delhi,Go Air,2,3
Deluxe,Munnar|Kumarakom,2N Munnar . 2N Kumarakom,16-09-2021,New Delhi,IndiGo,1,3
Luxury,New Delhi|Agra|Jaipur,2N New Delhi . 1N Agra . 2N Jaipur,16-12-2021,New Delhi,IndiGo,0,4
Standard,Ooty,3N Ooty,13-05-2021,Mumbai,Spicejet,2,3
Premium,Srinagar|Gulmarg|Pahalgam|Srinagar,1N Srinagar . 1N Gulmarg . 2N Pahalgam . 3N Srinagar,4/8/2021,New Delhi,Go Air,0,5
Luxury,Wayanad,3N Wayanad,24-03-2021,New Delhi,Not Available,0,4
Deluxe,Darjeeling,3N Darjeeling,14-11-2021,New Delhi,IndiGo,1,3
Premium,Katra|Pahalgam|Gulmarg|Srinagar,2N Katra . 2N Pahalgam . 1N Gulmarg . 2N Srinagar,4/7/2021,Mumbai,Not Available,0,5
Premium,Cochin|Munnar|Thekkady|Kumarakom|Kovalam and Poovar,1N Cochin . 2N Munnar . 1N Thekkady . 1N Kumarakom . 2N Kovalam and Poovar,30-06-2021,Mumbai,Not Available,0,5
Deluxe,Jaipur,3N Jaipur,1/8/2021,New Delhi,Go Air,1,3
Premium,Bangkok|Phuket|Krabi town,2N Bangkok . 3N Phuket . 2N Krabi town,6/9/2021,Mumbai,Thai Airways|Thai Airways|Thai Airways|Thai Airways,0,5
Standard,Shimla|Kasauli,3N Shimla . 1N Kasauli,1/8/2021,New Delhi,Spicejet,2,3
Deluxe,Chandigarh|Manali,1N Chandigarh . 3N Manali,24-09-2021,New Delhi,Not Available,1,3
Luxury,Gangtok|Pelling|Darjeeling,2N Gangtok . 2N Pelling . 2N Darjeeling,19-05-2021,Mumbai,IndiGo,0,4
Standard,Bandipur|Ooty|Kodaikanal,1N Bandipur . 2N Ooty . 2N Kodaikanal,24-12-2021,New Delhi,AirAsia|IndiGo,2,3
Luxury,Bangkok,3N Bangkok,11/4/2022,New Delhi,Vistara|Vistara,0,4
Premium,Munnar|Thekkady|Cochin,2N Munnar . 1N Thekkady . 1N Cochin,19-11-2021,Mumbai,Spicejet,0,5
Deluxe,Munnar|Thekkady|Allepey|Kovalam and Poovar,3N Munnar . 1N Thekkady . 1N Allepey . 2N Kovalam and Poovar,5/8/2021,New Delhi,IndiGo,1,3
Standard,Munnar|Thekkady|Allepey,2N Munnar . 2N Thekkady . 1N Allepey,17-07-2021,Mumbai,IndiGo,2,3
Premium,Mussoorie,3N Mussoorie,9/10/2021,New Delhi,Not Available,0,5
Standard,Goa,3N Goa,10/10/2021,New Delhi,Go Air,2,3
Deluxe,Mysore|Ooty,1N Mysore . 3N Ooty,2/8/2021,New Delhi,Spicejet,1,3
Premium,Ooty|Kodaikanal|Munnar,2N Ooty . 2N Kodaikanal . 2N Munnar,23-04-2021,New Delhi,Spicejet|Go Air,0,5
Premium,Gangtok,4N Gangtok,5/2/2021,New Delhi,Spicejet,0,5
Premium,Udaipur|Jaipur,3N Udaipur . 3N Jaipur,2/11/2021,Mumbai,IndiGo|Spicejet,0,5
Standard,Mysore|Ooty,1N Mysore . 2N Ooty,12/2/2021,New Delhi,Spicejet,2,3
Premium,Port Blair|Havelock|Port Blair,1N Port Blair . 2N Havelock . 2N Port Blair,16-04-2021,Mumbai,Vistara|Vistara,0,5
Standard,Katra|Pahalgam|Srinagar|Gulmarg|Srinagar|Katra,1N Katra . 2N Pahalgam . 1N Srinagar . 1N Gulmarg . 2N Srinagar . 1N Katra,24-01-2021,Mumbai,Not Available,2,3
Standard,Manali|Kasol,3N Manali . 2N Kasol,4/11/2021,New Delhi,Not Available,2,3
Standard,Gulmarg|Pahalgam|Srinagar,2N Gulmarg . 2N Pahalgam . 1N Srinagar,30-03-2021,New Delhi,IndiGo,2,3
Standard,Udaipur,2N Udaipur,20-06-2021,New Delhi,Not Available,2,3
Luxury,Dalhousie|Dharamshala,2N Dalhousie . 2N Dharamshala,5/10/2021,Mumbai,Not Available,0,4
Standard,Goa,3N Goa,17-09-2021,New Delhi,Go Air,2,3
Luxury,Dharamshala,2N Dharamshala,24-04-2021,New Delhi,Not Available,0,4
Deluxe,Darjeeling|Gangtok|Lachung|Gangtok,1N Darjeeling . 1N Gangtok . 2N Lachung . 2N Gangtok,7/9/2021,New Delhi,IndiGo|IndiGo,1,3
Deluxe,Jaipur|Ranthambhore,1N Jaipur . 2N Ranthambhore,24-11-2021,New Delhi,Not Available,1,3
Standard,Coorg|Ooty,2N Coorg . 2N Ooty,30-10-2021,New Delhi,IndiGo,2,3
Luxury,Goa,2N Goa,20-07-2021,Mumbai,Not Available,0,4
Deluxe,Shimla|Manali|Amritsar,2N Shimla . 3N Manali . 1N Amritsar,13-11-2021,Mumbai,Not Available,1,3
Standard,Thimpu|Paro,2N Thimpu . 3N Paro,1/5/2021,New Delhi,Not Available,2,3
Luxury,Bali,6N Bali,24-01-2022,New Delhi,Not Available,0,4
Deluxe,Ooty|Kodaikanal,2N Ooty . 2N Kodaikanal,12/7/2021,Mumbai,Not Available,1,3
Deluxe,Munnar|Thekkady|Allepey|Kovalam,2N Munnar . 1N Thekkady . 1N Allepey . 2N Kovalam,22-06-2021,New Delhi,IndiGo|Spicejet,1,3
Standard,Mysore|Ooty,2N Mysore . 2N Ooty,27-09-2021,New Delhi,IndiGo,2,3
Deluxe,Gangtok|Darjeeling,2N Gangtok . 2N Darjeeling,30-04-2021,Mumbai,Spicejet,1,3
Deluxe,Port Blair|Havelock|Niel Island|Port Blair,2N Port Blair . 2N Havelock . 1N Niel Island . 1N Port Blair,9/12/2021,Mumbai,IndiGo|IndiGo,1,3
Deluxe,Goa,3N Goa,17-07-2021,New Delhi,Go Air,1,3
Premium,Leh,4N Leh,29-11-2021,New Delhi,Go Air,0,5
Deluxe,Munnar,3N Munnar,16-06-2021,Mumbai,Not Available,1,3
Luxury,Darjeeling|Pelling|Gangtok,2N Darjeeling . 1N Pelling . 3N Gangtok,5/10/2021,New Delhi,Go Air,0,4
Deluxe,Chail|Shimla,1N Chail . 2N Shimla,25-06-2021,New Delhi,IndiGo,1,3
Deluxe,Tirupati|Mahabalipuram,1N Tirupati . 2N Mahabalipuram,2/1/2022,New Delhi,IndiGo,1,3
Luxury,Srinagar|Pahalgam|Srinagar|Gulmarg,1N Srinagar . 1N Pahalgam . 1N Srinagar . 1N Gulmarg,26-06-2021,New Delhi,Spicejet|Spicejet,0,4
Premium,Cochin|Munnar|Allepey,2N Cochin . 2N Munnar . 1N Allepey,26-08-2021,New Delhi,Go Air,0,5
Deluxe,Gangtok|Pelling|Darjeeling,3N Gangtok . 1N Pelling . 1N Darjeeling,6/7/2021,New Delhi,IndiGo,1,3
Premium,Mysore|Coorg|Ooty,1N Mysore . 2N Coorg . 2N Ooty,7/9/2021,Mumbai,Go Air|Spicejet,0,5
Standard,Dubai|Sharjah,2N Dubai . 2N Sharjah,28-09-2021,New Delhi,Air India Express|IndiGo|IndiGo,2,3
Luxury,Dubai,4N Dubai,28-09-2021,New Delhi,IndiGo|IndiGo,0,4
Standard,Langkawi|Kuala Lumpur,4N Langkawi . 2N Kuala Lumpur,21-08-2021,Mumbai,Malindo Air|Malindo Air|Malindo Air|IndiGo|IndiGo,2,3
Standard,Langkawi|Kuala Lumpur,4N Langkawi . 2N Kuala Lumpur,1/4/2021,Mumbai,Malindo Air|Malindo Air|Malindo Air|Malindo Air,2,3
Deluxe,Sharjah,5N Sharjah,9/12/2021,New Delhi,Air India Express|Air India Express,1,3
Deluxe,Udaipur|Jodhpur,2N Udaipur . 2N Jodhpur,5/8/2021,New Delhi,Not Available,1,3
Standard,New Delhi|Shimla|Manali|Chandigarh,1N New Delhi . 2N Shimla . 2N Manali . 1N Chandigarh,11/11/2021,New Delhi,Spicejet,2,3
Luxury,Agra|Jaipur,1N Agra . 2N Jaipur,7/1/2022,New Delhi,Spicejet,0,4
Deluxe,Haridwar|Mussoorie,1N Haridwar . 2N Mussoorie,25-12-2021,New Delhi,Not Available,1,3
Budget,Allepey|Kovalam and Poovar,2N Allepey . 3N Kovalam and Poovar,25-10-2021,New Delhi,IndiGo|Spicejet,2,2
Standard,Srinagar,3N Srinagar,26-04-2022,Mumbai,Spicejet|Spicejet,2,3
Budget,Pattaya,4N Pattaya,29-01-2021,New Delhi,Spicejet|Go Air,2,2
Standard,Nuwara Eliya|Yala|Galle|Bentota|Colombo,1N Nuwara Eliya . 1N Yala . 1N Galle . 1N Bentota . 1N Colombo,3/4/2021,New Delhi,IndiGo|IndiGo|IndiGo|IndiGo,2,3
Deluxe,Dalhousie|Dharamshala|Amritsar,2N Dalhousie . 2N Dharamshala . 2N Amritsar,23-01-2021,Mumbai,Spicejet,1,3
Standard,Cochin|Kumarakom,1N Cochin . 2N Kumarakom,18-04-2021,Mumbai,IndiGo,2,3
Luxury,Leh,4N Leh,11/9/2021,Mumbai,Go Air,0,4
Deluxe,Ooty|Kodaikanal,2N Ooty . 2N Kodaikanal,14-07-2021,Mumbai,Not Available,1,3
Premium,Shimla,4N Shimla,21-02-2021,New Delhi,Spicejet,0,5
Luxury,Sharjah,3N Sharjah,25-03-2021,New Delhi,Air India Express|Air India Express,0,4
Deluxe,Manali|Kasol,3N Manali . 2N Kasol,2/7/2021,Mumbai,Not Available,1,3
Standard,Pahalgam|Gulmarg|Srinagar,2N Pahalgam . 1N Gulmarg . 2N Srinagar,1/8/2021,New Delhi,IndiGo,2,3
Deluxe,Haridwar,1N Haridwar,30-05-2021,New Delhi,Not Available,1,3
Deluxe,Goa,3N Goa,1/7/2021,New Delhi,Not Available,1,3
Standard,Pushkar|Jaipur,1N Pushkar . 3N Jaipur,28-03-2021,New Delhi,Spicejet,2,3
Standard,Bangalore|Mysore|Ooty,1N Bangalore . 2N Mysore . 2N Ooty,13-09-2021,New Delhi,IndiGo|IndiGo,2,3
Standard,Cochin|Munnar|Thekkady|Kovalam and Poovar|Allepey,1N Cochin . 2N Munnar . 1N Thekkady . 2N Kovalam and Poovar . 1N Allepey,14-08-2021,New Delhi,Go Air,2,3
Standard,Mysore|Ooty,2N Mysore . 2N Ooty,17-02-2021,Mumbai,Not Available,2,3
Standard,Jaipur,3N Jaipur,27-09-2021,New Delhi,Not Available,2,3
Budget,Allepey,2N Allepey,3/3/2021,Mumbai,IndiGo,2,2
Standard,Nainital|Corbett|Mussoorie,3N Nainital . 2N Corbett . 2N Mussoorie,12/6/2021,Mumbai,Go Air,2,3
Standard,Gangtok|Pelling|Darjeeling,3N Gangtok . 1N Pelling . 3N Darjeeling,14-12-2021,New Delhi,Spicejet,2,3
Budget,Jaisalmer,2N Jaisalmer,18-04-2021,Mumbai,Air India|Spicejet,2,2
Standard,Jaipur|Jaisalmer|Jodhpur,2N Jaipur . 2N Jaisalmer . 1N Jodhpur,5/6/2021,New Delhi,Spicejet,2,3
Budget,Mahabalipuram|Pondicherry,2N Mahabalipuram . 2N Pondicherry,2/3/2021,New Delhi,Spicejet,2,2
Deluxe,New Delhi|Shimla|Manali|Chandigarh,1N New Delhi . 2N Shimla . 2N Manali . 1N Chandigarh,25-07-2021,New Delhi,Spicejet,1,3
Deluxe,Ranthambhore,2N Ranthambhore,13-09-2021,New Delhi,Spicejet,1,3
Deluxe,Katra|Pahalgam|Srinagar|Gulmarg|Srinagar|Katra,1N Katra . 2N Pahalgam . 1N Srinagar . 1N Gulmarg . 2N Srinagar . 1N Katra,19-12-2021,Mumbai,Not Available,1,3
Premium,Gangtok|Darjeeling,3N Gangtok . 2N Darjeeling,25-05-2021,New Delhi,Go Air,0,5
Standard,Kasauli,2N Kasauli,29-05-2021,New Delhi,Not Available,2,3
Premium,Gangtok|Lachung|Gangtok|Pelling|Darjeeling,2N Gangtok . 2N Lachung . 1N Gangtok . 2N Pelling . 2N Darjeeling,24-05-2021,New Delhi,Spicejet,0,5
Premium,New Delhi|Shimla|Manali|Chandigarh,1N New Delhi . 2N Shimla . 3N Manali . 1N Chandigarh,25-03-2021,Mumbai,Not Available,0,5
Deluxe,Jaipur,3N Jaipur,11/6/2021,New Delhi,Not Available,1,3
Standard,Munnar|Thekkady|Kovalam|Allepey,3N Munnar . 2N Thekkady . 2N Kovalam . 1N Allepey,7/11/2021,Mumbai,Spicejet,2,3
Luxury,Shimla,3N Shimla,8/8/2021,Mumbai,IndiGo|AirAsia,0,4
Premium,Goa,2N Goa,5/10/2021,New Delhi,Not Available,0,5
Deluxe,Mussoorie|Corbett,3N Mussoorie . 2N Corbett,11/8/2021,Mumbai,Not Available,1,3
Standard,Udaipur,2N Udaipur,13-09-2021,New Delhi,IndiGo,2,3
Standard,Gangtok|Lachung|Gangtok,3N Gangtok . 2N Lachung . 1N Gangtok,15-06-2021,Mumbai,IndiGo,2,3
Premium,Udaipur|Jodhpur,3N Udaipur . 2N Jodhpur,17-04-2021,New Delhi,Spicejet|Spicejet|IndiGo,0,5
Standard,Pelling|Gangtok,2N Pelling . 3N Gangtok,28-10-2021,New Delhi,IndiGo,2,3
Deluxe,Dalhousie,2N Dalhousie,24-10-2021,New Delhi,IndiGo,1,3
Budget,Shillong|Kaziranga|Guwahati,2N Shillong . 2N Kaziranga . 1N Guwahati,7/3/2021,New Delhi,Go Air,2,2
